"","centroid","new_type","new_class","source","origin"
"19281","orfs-translated_FYEW01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19282","orfs-translated_FYEE01000011.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19283","orfs-translated_FZNP01000009.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19284","orfs-translated_FZOJ01000018.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19285","orfs-translated_FYEP01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19286","orfs-translated_OAOP01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19287","orfs-translated_OBDZ01000026.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19288","orfs-translated_OMPF01000016.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19289","orfs-translated_OMRB01000016.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19290","orfs-translated_OOGT01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19291","orfs-translated_OVCN01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19292","orfs-translated_OVEB01000050.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19293","orfs-translated_UGQE01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19294","orfs-translated_UQGH01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19295","orfs-translated_UQLS01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19296","orfs-translated_UQPB01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19297","orfs-translated_URJX01000048.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19298","orfs-translated_URQW01000035.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19299","orfs-translated_USHB01000039.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19300","orfs-translated_UOOB01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19301","orfs-translated_LR213792.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19302","orfs-translated_CAADFB020000030.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19303","orfs-translated_CAADGO010000140.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19304","orfs-translated_CAADLB010000376.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19305","orfs-translated_CABFVU010000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19306","orfs-translated_LR655208.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19307","orfs-translated_CABHOP010000089.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19308","orfs-translated_CABHOY010000035.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19309","orfs-translated_CABHOU010000092.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19310","orfs-translated_CABHOO010000027.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19311","orfs-translated_CABIYS010000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19312","orfs-translated_JCKI01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19313","orfs-translated_JHBV01000043.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19314","orfs-translated_JRFE01000025.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19315","orfs-translated_JRLH01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19316","orfs-translated_JQFA01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19317","orfs-translated_JQEC01000044.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19318","orfs-translated_JSZD01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19319","orfs-translated_JSEC01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19320","orfs-translated_JUAK01000043.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19321","orfs-translated_JSZO01000038.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19322","orfs-translated_JSUS01000071.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19323","orfs-translated_JTCR01000009.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19324","orfs-translated_JRYR02000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19325","orfs-translated_JTAM01000009.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19326","orfs-translated_JSYO01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19327","orfs-translated_BAZF01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19328","orfs-translated_BBQE01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19329","orfs-translated_BBQF01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19330","orfs-translated_JSVC01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19331","orfs-translated_JXAQ01000013.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19332","orfs-translated_JTJD01000122.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19333","orfs-translated_JTCM01000043.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19334","orfs-translated_JWIR02000076.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19335","orfs-translated_JPII01000026.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19336","orfs-translated_JXQQ01000072.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19337","orfs-translated_JYMT01000019.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19338","orfs-translated_JYKO02000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19339","orfs-translated_JYON01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19340","orfs-translated_LATM01000033.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19341","orfs-translated_BBQN01000086.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19342","orfs-translated_LATZ01000056.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19343","orfs-translated_LATZ01000130.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19344","orfs-translated_LAVH01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19345","orfs-translated_LAVS01000087.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19346","orfs-translated_ASZT02000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19347","orfs-translated_LBIA02000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19348","orfs-translated_JAIQ01000168.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19349","orfs-translated_LECU01000009.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19350","orfs-translated_LDWQ01000076.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19351","orfs-translated_LDWT01000005.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19352","orfs-translated_LELK01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19353","orfs-translated_DF967972.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19354","orfs-translated_LAVL01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19355","orfs-translated_CWEU01000114.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19356","orfs-translated_LFQR01000005.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19357","orfs-translated_LFZV01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19358","orfs-translated_DF968182.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19359","orfs-translated_LGTB01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19360","orfs-translated_LHSJ01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19361","orfs-translated_LGUF01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19362","orfs-translated_LIUQ01000027.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19363","orfs-translated_CP012600.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19364","orfs-translated_CP012600.1_seq2_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19365","orfs-translated_LIYL01000021.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19366","orfs-translated_LGEC01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19367","orfs-translated_LBMD01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19368","orfs-translated_LJIC01000065.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19369","orfs-translated_LIXZ01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19370","orfs-translated_LGCL01000024.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19371","orfs-translated_LGTQ01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19372","orfs-translated_LGUD01000017.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19373","orfs-translated_BAZX01000053.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19374","orfs-translated_BBCB01000030.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19375","orfs-translated_BBHL01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19376","orfs-translated_BCBF01000204.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19377","orfs-translated_LIRE01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19378","orfs-translated_LBED01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19379","orfs-translated_LMOJ01000026.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19380","orfs-translated_LMRJ01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19381","orfs-translated_LMRU01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19382","orfs-translated_LMSJ01000028.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19383","orfs-translated_LMHN01000016.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19384","orfs-translated_LMIU01000008.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19385","orfs-translated_LMBV01000008.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19386","orfs-translated_LJYX01000022.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19387","orfs-translated_LLXY01000179.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19388","orfs-translated_LKKK01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19389","orfs-translated_LDPE01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19390","orfs-translated_LLKZ01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19391","orfs-translated_CYTW01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19392","orfs-translated_LNEC01000017.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19393","orfs-translated_LNEZ01000099.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19394","orfs-translated_LNFH01000038.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19395","orfs-translated_LNFJ01000130.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19396","orfs-translated_LNFG01000112.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19397","orfs-translated_LNEL01000058.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19398","orfs-translated_JABX01000011.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19399","orfs-translated_BBWW01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19400","orfs-translated_LN848257.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19401","orfs-translated_LQBO01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19402","orfs-translated_LGEN01000059.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19403","orfs-translated_LOES01000212.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19404","orfs-translated_BBYJ01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19405","orfs-translated_LLWK01000036.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19406","orfs-translated_LNCU01000011.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19407","orfs-translated_LNNH01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19408","orfs-translated_BCNT01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19409","orfs-translated_LODL01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19410","orfs-translated_LSIN01000240.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19411","orfs-translated_LNFQ01000046.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19412","orfs-translated_LMYZ01000135.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19413","orfs-translated_LLZO01000023.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19414","orfs-translated_BBYL01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19415","orfs-translated_LRUV01000056.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19416","orfs-translated_LQAQ01000092.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19417","orfs-translated_LSAZ01000030.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19418","orfs-translated_LQXS01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19419","orfs-translated_LQXR01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19420","orfs-translated_BCUO01000036.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19421","orfs-translated_LUTR01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19422","orfs-translated_LUZZ01000019.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19423","orfs-translated_LVBO01000060.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19424","orfs-translated_LVBP01000055.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19425","orfs-translated_LWAJ01000016.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19426","orfs-translated_LWGC01001995.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19427","orfs-translated_LVWE01000085.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19428","orfs-translated_LQWY01000024.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19429","orfs-translated_LUUI01000076.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19430","orfs-translated_LUUK01000016.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19431","orfs-translated_LXTQ01000050.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19432","orfs-translated_LRML01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19433","orfs-translated_LSZJ01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19434","orfs-translated_LYPB01000080.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19435","orfs-translated_LWRO01000041.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19436","orfs-translated_JMTM01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19437","orfs-translated_LZDS01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19438","orfs-translated_LSFL01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19439","orfs-translated_MAKX01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19440","orfs-translated_LWDV01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19441","orfs-translated_MCGA01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19442","orfs-translated_MAOS01000027.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19443","orfs-translated_MEEM01000055.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19444","orfs-translated_MEEN01000011.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19445","orfs-translated_MEFM01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19446","orfs-translated_MDGQ01000003.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19447","orfs-translated_MEOA01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19448","orfs-translated_MEOL01000033.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19449","orfs-translated_MEOH01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19450","orfs-translated_MEQB01000039.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19451","orfs-translated_MGZQ01000133.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19452","orfs-translated_MGYS01000045.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19453","orfs-translated_MGZW01000110.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19454","orfs-translated_MHAA01000056.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19455","orfs-translated_MSCV01000012.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19456","orfs-translated_MCRI01000036.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19457","orfs-translated_MIBE01000032.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19458","orfs-translated_MHZQ01000371.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19459","orfs-translated_MLAV01000086.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19460","orfs-translated_MPGM01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19461","orfs-translated_KV878783.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19462","orfs-translated_MLAY01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19463","orfs-translated_BDIR01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19464","orfs-translated_MPKY01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19465","orfs-translated_MKUO01000018.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19466","orfs-translated_MKRG01000105.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19467","orfs-translated_MKTW01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19468","orfs-translated_MKVX01000018.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19469","orfs-translated_MKWF01000071.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19470","orfs-translated_MKWG01000029.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19471","orfs-translated_MRBZ01000008.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19472","orfs-translated_MRCE01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19473","orfs-translated_MRCD01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19474","orfs-translated_MRCG01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19475","orfs-translated_LGHM01000026.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19476","orfs-translated_MNDV01000164.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19477","orfs-translated_MLBG01000071.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19478","orfs-translated_MKKC01000068.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19479","orfs-translated_MRTH01000022.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19480","orfs-translated_MRTQ01000008.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19481","orfs-translated_MTJL01000042.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19482","orfs-translated_MSFI01000011.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19483","orfs-translated_MTKN01000020.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19484","orfs-translated_MUNX01000034.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19485","orfs-translated_LZZL01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19486","orfs-translated_MVEC01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19487","orfs-translated_MWUM01000023.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19488","orfs-translated_MWSV01000144.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19489","orfs-translated_MWYY01000054.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19490","orfs-translated_MWYZ01000006.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19491","orfs-translated_MWYU01000249.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19492","orfs-translated_MWYV01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19493","orfs-translated_MWYX01000061.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19494","orfs-translated_LWDM01000029.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19495","orfs-translated_NFUW01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19496","orfs-translated_NEGB01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19497","orfs-translated_NEGG01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19498","orfs-translated_NEGC01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19499","orfs-translated_NEGI01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19500","orfs-translated_NEGH01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19501","orfs-translated_NEGH01000026.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19502","orfs-translated_NEGJ01000002.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19503","orfs-translated_NEGK01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19504","orfs-translated_MTSE01000007.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19505","orfs-translated_MTAW01000092.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19506","orfs-translated_MAAI01000030.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19507","orfs-translated_NGNS01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19508","orfs-translated_NEXX01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19509","orfs-translated_NFNY01000015.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19510","orfs-translated_NGUQ01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19511","orfs-translated_NINW01000024.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19512","orfs-translated_NIRR01000014.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19513","orfs-translated_NIOE01000008.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19514","orfs-translated_NIOG01000010.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19515","orfs-translated_NIOF01000001.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19516","orfs-translated_LSTO01000034.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19517","orfs-translated_KZ262914.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19518","orfs-translated_NJGW01000004.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","established"
"19519","orfs-translated_NIFO01000022.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19520","orfs-translated_NOII01000060.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
"19521","orfs-translated_NDHW01000184.1_seq1_1@@@class_d_2","beta-lactam","class_d_1_2","fargene","latent"
